event_id,event_time,campaign_id,user_id,event_type,amount
e00000851,2026-06-01 00:14:11,18975823,27089196,click,0
e00000852,2026-06-01 00:14:12,23852329,23697335,click,0
e00000853,2026-06-01 00:14:13,32323516,26869650,click,0
e00000854,2026-06-01 00:14:14,27118781,30179629,click,0
e00000855,2026-06-01 00:14:15,19602309,4706108,click,0
e00000856,2026-06-01 00:14:16,28351001,15451809,click,0
e00000857,2026-06-01 00:14:17,27891651,31753024,click,0
e00000858,2026-06-01 00:14:18,21294794,25039627,click,0
e00000859,2026-06-01 00:14:19,26852339,3489330,click,0
e00000860,2026-06-01 00:14:20,25419531,11547486,click,0
e00000861,2026-06-01 00:14:21,9100693,9436400,click,0
e00000862,2026-06-01 00:14:22,10341182,6191378,click,0
e00000863,2026-06-01 00:14:23,9042365,17851896,click,0
e00000864,2026-06-01 00:14:24,14289571,19739952,click,0
e00000865,2026-06-01 00:14:25,5061834,18343126,click,0
e00000866,2026-06-01 00:14:26,24126625,22954281,click,0
e00000867,2026-06-01 00:14:27,26852338,6176208,click,0
e00000868,2026-06-01 00:14:28,2736605,25875611,click,0
e00000869,2026-06-01 00:14:29,27118781,25785096,click,0
e00000870,2026-06-01 00:14:30,5121547,20509868,click,0
e00000871,2026-06-01 00:14:31,29880998,5522137,click,0
e00000872,2026-06-01 00:14:32,27118781,13184931,click,0
e00000873,2026-06-01 00:14:33,6686701,18843399,click,0
e00000874,2026-06-01 00:14:34,10341182,16954517,click,0
e00000875,2026-06-01 00:14:35,11387831,18896196,click,0
e00000876,2026-06-01 00:14:36,25419531,23355330,click,0
e00000877,2026-06-01 00:14:37,13422843,4501623,click,0
e00000878,2026-06-01 00:14:38,15184511,22540317,click,0
e00000879,2026-06-01 00:14:39,4800911,3273258,click,0
e00000880,2026-06-01 00:14:40,2865314,24784293,click,0
e00000881,2026-06-01 00:14:41,716288,125665,conversion,30000
e00000882,2026-06-01 00:14:42,17686799,27932300,click,0
e00000883,2026-06-01 00:14:43,27614018,311703,click,0
e00000884,2026-06-01 00:14:44,27614018,7403575,click,0
e00000885,2026-06-01 00:14:45,15491650,10226160,click,0
e00000886,2026-06-01 00:14:46,5281156,26285756,click,0
e00000887,2026-06-01 00:14:47,13947795,31571703,click,0
e00000888,2026-06-01 00:14:48,23377306,13127751,click,0
e00000889,2026-06-01 00:14:49,18975823,28460775,click,0
e00000890,2026-06-01 00:14:50,23852329,23815522,click,0
e00000891,2026-06-01 00:14:51,17288254,1885986,click,0
e00000892,2026-06-01 00:14:52,2865315,19558746,click,0
e00000893,2026-06-01 00:14:53,24389111,12808322,click,0
e00000894,2026-06-01 00:14:54,29091102,6623160,click,0
e00000895,2026-06-01 00:14:55,12289574,26645854,click,0
e00000896,2026-06-01 00:14:56,3892353,19178494,click,0
e00000897,2026-06-01 00:14:57,9042365,5890038,click,0
e00000898,2026-06-01 00:14:58,5061834,7522369,click,0
e00000899,2026-06-01 00:14:59,27118781,32314861,click,0
e00000900,2026-06-01 00:15:00,17051292,25096048,click,0
e00000901,2026-06-01 00:15:01,32368244,1535651,conversion,30000
e00000902,2026-06-01 00:15:02,16922675,10285467,click,0
e00000903,2026-06-01 00:15:03,5442463,157253,click,0
e00000904,2026-06-01 00:15:04,13576407,26003079,click,0
e00000905,2026-06-01 00:15:05,7061828,8511693,click,0
e00000906,2026-06-01 00:15:06,83677,25139538,click,0
e00000907,2026-06-01 00:15:07,31775712,14927054,click,0
e00000908,2026-06-01 00:15:08,24126625,12783719,click,0
e00000909,2026-06-01 00:15:09,13422843,13497834,click,0
e00000910,2026-06-01 00:15:10,30535894,13137821,click,0
e00000911,2026-06-01 00:15:11,18898397,4842788,click,0
e00000912,2026-06-01 00:15:12,12700456,21651070,click,0
e00000913,2026-06-01 00:15:13,32385772,29222612,click,0
e00000914,2026-06-01 00:15:14,497593,8848096,click,0
e00000915,2026-06-01 00:15:15,3828360,7199337,click,0
e00000916,2026-06-01 00:15:16,8980571,24832094,click,0
e00000917,2026-06-01 00:15:17,27589150,23438138,click,0
e00000918,2026-06-01 00:15:18,32452111,6430862,click,0
e00000919,2026-06-01 00:15:19,21307468,1936298,click,0
e00000920,2026-06-01 00:15:20,6336377,21387789,click,0
e00000921,2026-06-01 00:15:21,10341182,16961067,click,0
e00000922,2026-06-01 00:15:22,10341182,21738530,click,0
e00000923,2026-06-01 00:15:23,30881002,24276703,click,0
e00000924,2026-06-01 00:15:24,5442463,2961139,conversion,30000
e00000925,2026-06-01 00:15:25,26852339,12336999,click,0
e00000926,2026-06-01 00:15:26,21640043,5129384,click,0
e00000927,2026-06-01 00:15:27,5700346,8853372,click,0
e00000928,2026-06-01 00:15:28,2869134,12703322,click,0
e00000929,2026-06-01 00:15:29,10960760,31420467,click,0
e00000930,2026-06-01 00:15:30,29880998,23930576,conversion,30000
e00000931,2026-06-01 00:15:31,28729624,25070270,click,0
e00000932,2026-06-01 00:15:32,2828357,29627551,click,0
e00000933,2026-06-01 00:15:33,26852339,9773865,click,0
e00000934,2026-06-01 00:15:34,32323516,7543757,click,0
e00000935,2026-06-01 00:15:35,11938638,17202229,click,0
e00000936,2026-06-01 00:15:36,24045154,6783038,click,0
e00000937,2026-06-01 00:15:37,28739284,6226492,click,0
e00000938,2026-06-01 00:15:38,22233130,25182952,click,0
e00000939,2026-06-01 00:15:39,14661605,17775159,click,0
e00000940,2026-06-01 00:15:40,27729624,24400589,click,0
e00000941,2026-06-01 00:15:41,6686701,9828004,click,0
e00000942,2026-06-01 00:15:42,14576401,25802543,click,0
e00000943,2026-06-01 00:15:43,884761,626579,click,0
e00000944,2026-06-01 00:15:44,13166099,17370232,conversion,30000
e00000945,2026-06-01 00:15:45,5121547,6114974,click,0
e00000946,2026-06-01 00:15:46,10341182,17733927,click,0
e00000947,2026-06-01 00:15:47,23852343,17056699,click,0
e00000948,2026-06-01 00:15:48,17686799,14594269,click,0
e00000949,2026-06-01 00:15:49,30487330,14834032,click,0
e00000950,2026-06-01 00:15:50,2407403,5629281,click,0
e00000951,2026-06-01 00:15:51,14106384,5655885,click,0
e00000952,2026-06-01 00:15:52,7686710,14241800,click,0
e00000953,2026-06-01 00:15:53,18498853,12149679,click,0
e00000954,2026-06-01 00:15:54,4293600,21928095,click,0
e00000955,2026-06-01 00:15:55,7289590,10553246,click,0
e00000956,2026-06-01 00:15:56,8980571,23485029,click,0
e00000957,2026-06-01 00:15:57,20496139,25176349,click,0
e00000958,2026-06-01 00:15:58,15073876,24288078,click,0
e00000959,2026-06-01 00:15:59,22419532,14318777,click,0
e00000960,2026-06-01 00:16:00,15500294,26587436,click,0
e00000961,2026-06-01 00:16:01,7351509,2774176,click,0
e00000962,2026-06-01 00:16:02,27729624,9971996,click,0
e00000963,2026-06-01 00:16:03,10341182,10257077,click,0
e00000964,2026-06-01 00:16:04,17686799,25323867,click,0
e00000965,2026-06-01 00:16:05,27323540,20900988,click,0
e00000966,2026-06-01 00:16:06,26091094,27646419,click,0
e00000967,2026-06-01 00:16:07,13300124,27844444,click,0
e00000968,2026-06-01 00:16:08,14257845,10337712,click,0
e00000969,2026-06-01 00:16:09,32135670,26189983,click,0
e00000970,2026-06-01 00:16:10,32135670,21658289,click,0
e00000971,2026-06-01 00:16:11,6228543,12612668,click,0
e00000972,2026-06-01 00:16:12,18975823,5345594,click,0
e00000973,2026-06-01 00:16:13,18975823,3829987,click,0
e00000974,2026-06-01 00:16:14,29614013,2546142,click,0
e00000975,2026-06-01 00:16:15,28351001,24042854,click,0
e00000976,2026-06-01 00:16:16,4466870,17299178,click,0
e00000977,2026-06-01 00:16:17,26852339,14166227,click,0
e00000978,2026-06-01 00:16:18,13661597,24910903,click,0
e00000979,2026-06-01 00:16:19,17686799,8498787,conversion,30000
e00000980,2026-06-01 00:16:20,6686701,25758763,click,0
e00000981,2026-06-01 00:16:21,14661605,12811248,click,0
e00000982,2026-06-01 00:16:22,5867090,777035,click,0
e00000983,2026-06-01 00:16:23,7828339,27071050,click,0
e00000984,2026-06-01 00:16:24,7289590,10997346,click,0
e00000985,2026-06-01 00:16:25,17288254,27160185,click,0
e00000986,2026-06-01 00:16:26,30491418,23147089,click,0
e00000987,2026-06-01 00:16:27,11028540,1400455,click,0
e00000988,2026-06-01 00:16:28,26998433,21738608,click,0
e00000989,2026-06-01 00:16:29,26949221,21693537,click,0
e00000990,2026-06-01 00:16:30,9100690,3385054,click,0
e00000991,2026-06-01 00:16:31,18975823,22019540,click,0
e00000992,2026-06-01 00:16:32,6316933,28943978,click,0
e00000993,2026-06-01 00:16:33,5061823,141237,click,0
e00000994,2026-06-01 00:16:34,19129839,24202849,click,0
e00000995,2026-06-01 00:16:35,29614010,20130588,click,0
e00000996,2026-06-01 00:16:36,18095238,22368182,click,0
e00000997,2026-06-01 00:16:37,6697150,27346166,click,0
e00000998,2026-06-01 00:16:38,7544834,31991372,click,0
e00000999,2026-06-01 00:16:39,15184511,20313432,click,0
e00001000,2026-06-01 00:16:40,21016759,30423416,click,0
e00001001,2026-06-01 00:16:41,15654897,16308378,click,0
e00001002,2026-06-01 00:16:42,28351001,6888118,click,0
e00001003,2026-06-01 00:16:43,18975823,27026924,click,0
e00001004,2026-06-01 00:16:44,17686799,31101207,click,0
e00001005,2026-06-01 00:16:45,20922679,17538387,click,0
e00001006,2026-06-01 00:16:46,24867560,8013615,click,0
e00001007,2026-06-01 00:16:47,31748229,5199776,click,0
e00001008,2026-06-01 00:16:48,10341182,15641307,click,0
e00001009,2026-06-01 00:16:49,19129839,2329484,click,0
e00001010,2026-06-01 00:16:50,10341182,3195613,conversion,30000
e00001011,2026-06-01 00:16:51,15746419,10085007,click,0
e00001012,2026-06-01 00:16:52,11803618,28154218,conversion,30000
e00001013,2026-06-01 00:16:53,15654897,5188619,click,0
e00001014,2026-06-01 00:16:54,21096019,6105110,click,0
e00001015,2026-06-01 00:16:55,2865314,4904832,click,0
e00001016,2026-06-01 00:16:56,17686799,20879609,click,0
e00001017,2026-06-01 00:16:57,17435335,31313165,click,0
e00001018,2026-06-01 00:16:58,25998435,4034322,click,0
e00001019,2026-06-01 00:16:59,28351001,23292761,click,0
e00001020,2026-06-01 00:17:00,12089516,2067313,click,0
e00001021,2026-06-01 00:17:01,15184511,4152784,click,0
e00001022,2026-06-01 00:17:02,7289590,9469184,click,0
e00001023,2026-06-01 00:17:03,25998432,23149727,click,0
e00001024,2026-06-01 00:17:04,13422843,10367327,click,0
e00001025,2026-06-01 00:17:05,30427825,11278326,click,0
e00001026,2026-06-01 00:17:06,25866076,28877065,click,0
e00001027,2026-06-01 00:17:07,5544859,10881760,click,0
e00001028,2026-06-01 00:17:08,8710016,23087910,click,0
e00001029,2026-06-01 00:17:09,9100693,7450359,click,0
e00001030,2026-06-01 00:17:10,17686799,7573578,click,0
e00001031,2026-06-01 00:17:11,5867090,12918879,click,0
e00001032,2026-06-01 00:17:12,27777499,10570803,click,0
e00001033,2026-06-01 00:17:13,16184517,22503930,click,0
e00001034,2026-06-01 00:17:14,18975823,13887299,click,0
e00001035,2026-06-01 00:17:15,13365547,1295157,click,0
e00001036,2026-06-01 00:17:16,14398570,30431679,click,0
e00001037,2026-06-01 00:17:17,30801593,2291207,click,0
e00001038,2026-06-01 00:17:18,23852331,3276451,click,0
e00001039,2026-06-01 00:17:19,17686799,9043331,click,0
e00001040,2026-06-01 00:17:20,8867068,1318849,click,0
e00001041,2026-06-01 00:17:21,11289564,1688440,click,0
e00001042,2026-06-01 00:17:22,6810200,2710044,click,0
e00001043,2026-06-01 00:17:23,26852338,29222457,click,0
e00001044,2026-06-01 00:17:24,8867068,15933793,click,0
e00001045,2026-06-01 00:17:25,8403848,1399484,click,0
e00001046,2026-06-01 00:17:26,30328739,31243048,click,0
e00001047,2026-06-01 00:17:27,12458065,3414912,click,0
e00001048,2026-06-01 00:17:28,14121532,2884157,click,0
e00001049,2026-06-01 00:17:29,23817046,19807495,click,0
e00001050,2026-06-01 00:17:30,28351001,21446255,click,0
e00001051,2026-06-01 00:17:31,604244,22291678,click,0
e00001052,2026-06-01 00:17:32,15654890,24010625,click,0
e00001053,2026-06-01 00:17:33,23330020,26246791,click,0
e00001054,2026-06-01 00:17:34,18975823,25135851,click,0
e00001055,2026-06-01 00:17:35,6686701,5221223,click,0
e00001056,2026-06-01 00:17:36,14121532,27203395,conversion,30000
e00001057,2026-06-01 00:17:37,7061828,31414495,click,0
e00001058,2026-06-01 00:17:38,32323516,10568405,click,0
e00001059,2026-06-01 00:17:39,30801593,25948437,click,0
e00001060,2026-06-01 00:17:40,8980571,11153641,click,0
e00001061,2026-06-01 00:17:41,6886817,12312645,click,0
e00001062,2026-06-01 00:17:42,23377306,29892945,click,0
e00001063,2026-06-01 00:17:43,28137208,15274581,click,0
e00001064,2026-06-01 00:17:44,23817046,14569720,click,0
e00001065,2026-06-01 00:17:45,30801593,27530850,click,0
e00001066,2026-06-01 00:17:46,28137208,3402447,click,0
e00001067,2026-06-01 00:17:47,6810200,226176,click,0
e00001068,2026-06-01 00:17:48,83677,25620402,click,0
e00001069,2026-06-01 00:17:49,15823034,21372178,click,0
e00001070,2026-06-01 00:17:50,17686799,7741386,click,0
e00001071,2026-06-01 00:17:51,16823030,17070926,click,0
e00001072,2026-06-01 00:17:52,32452108,23230897,click,0
e00001073,2026-06-01 00:17:53,32452111,14038906,click,0
e00001074,2026-06-01 00:17:54,7403871,19986588,click,0
e00001075,2026-06-01 00:17:55,12100671,32014554,click,0
e00001076,2026-06-01 00:17:56,16184517,21422314,click,0
e00001077,2026-06-01 00:17:57,30801593,31149752,click,0
e00001078,2026-06-01 00:17:58,14235907,12223245,click,0
e00001079,2026-06-01 00:17:59,7686710,6833864,click,0
e00001080,2026-06-01 00:18:00,497593,15043023,click,0
e00001081,2026-06-01 00:18:01,10341182,14926983,click,0
e00001082,2026-06-01 00:18:02,15491650,1335176,click,0
e00001083,2026-06-01 00:18:03,28874676,30326266,click,0
e00001084,2026-06-01 00:18:04,30801593,12604001,click,0
e00001085,2026-06-01 00:18:05,17686799,11598497,click,0
e00001086,2026-06-01 00:18:06,9095251,3406363,conversion,30000
e00001087,2026-06-01 00:18:07,15398570,8313002,click,0
e00001088,2026-06-01 00:18:08,7289590,23517356,click,0
e00001089,2026-06-01 00:18:09,9610626,11211161,click,0
e00001090,2026-06-01 00:18:10,7121544,5236405,click,0
e00001091,2026-06-01 00:18:11,3073305,31453045,click,0
e00001092,2026-06-01 00:18:12,9100691,35401,conversion,30000
e00001093,2026-06-01 00:18:13,29345613,25411120,click,0
e00001094,2026-06-01 00:18:14,22274902,14378416,click,0
e00001095,2026-06-01 00:18:15,27777499,18376726,click,0
e00001096,2026-06-01 00:18:16,30175073,27149433,click,0
e00001097,2026-06-01 00:18:17,7351509,1746754,click,0
e00001098,2026-06-01 00:18:18,17710664,6905972,conversion,30000
e00001099,2026-06-01 00:18:19,2865314,20451219,click,0
e00001100,2026-06-01 00:18:20,8710016,17936117,click,0
e00001101,2026-06-01 00:18:21,26874680,20112363,click,0
e00001102,2026-06-01 00:18:22,32135670,29663792,click,0
e00001103,2026-06-01 00:18:23,31772643,14134553,click,0
e00001104,2026-06-01 00:18:24,12121528,12305057,click,0
e00001105,2026-06-01 00:18:25,4800911,6899408,click,0
e00001106,2026-06-01 00:18:26,7061828,20503451,click,0
e00001107,2026-06-01 00:18:27,4407386,22258882,click,0
e00001108,2026-06-01 00:18:28,24316983,27817487,click,0
e00001109,2026-06-01 00:18:29,22445172,26306885,click,0
e00001110,2026-06-01 00:18:30,26998428,11936606,click,0
e00001111,2026-06-01 00:18:31,10341182,1143643,click,0
e00001112,2026-06-01 00:18:32,28795042,18530945,click,0
e00001113,2026-06-01 00:18:33,2865314,27727219,click,0
e00001114,2026-06-01 00:18:34,28795042,9028976,click,0
e00001115,2026-06-01 00:18:35,7061828,5867870,click,0
e00001116,2026-06-01 00:18:36,32368244,24472812,click,0
e00001117,2026-06-01 00:18:37,4814007,3182301,click,0
e00001118,2026-06-01 00:18:38,6686701,5316474,click,0
e00001119,2026-06-01 00:18:39,10321103,17142940,click,0
e00001120,2026-06-01 00:18:40,18498193,9995332,click,0
e00001121,2026-06-01 00:18:41,26389107,26364711,click,0
e00001122,2026-06-01 00:18:42,13947795,16620786,click,0
e00001123,2026-06-01 00:18:43,15073876,1181885,click,0
e00001124,2026-06-01 00:18:44,26891650,65247,click,0
e00001125,2026-06-01 00:18:45,8867068,28604627,click,0
e00001126,2026-06-01 00:18:46,17686799,23188314,click,0
e00001127,2026-06-01 00:18:47,6781040,17530273,click,0
e00001128,2026-06-01 00:18:48,29427842,27648987,click,0
e00001129,2026-06-01 00:18:49,7121544,30276576,click,0
e00001130,2026-06-01 00:18:50,12121528,18973230,click,0
e00001131,2026-06-01 00:18:51,30801593,26858354,click,0
e00001132,2026-06-01 00:18:52,17321082,24257069,click,0
e00001133,2026-06-01 00:18:53,24267774,17413120,click,0
e00001134,2026-06-01 00:18:54,6886817,14824094,click,0
e00001135,2026-06-01 00:18:55,13422843,23043531,click,0
e00001136,2026-06-01 00:18:56,23852344,5327239,click,0
e00001137,2026-06-01 00:18:57,7061828,20633607,click,0
e00001138,2026-06-01 00:18:58,7544834,7343110,click,0
e00001139,2026-06-01 00:18:59,29614010,24440010,click,0
e00001140,2026-06-01 00:19:00,5686703,25154668,click,0
e00001141,2026-06-01 00:19:01,30534043,26222823,click,0
e00001142,2026-06-01 00:19:02,604244,598949,click,0
e00001143,2026-06-01 00:19:03,2953712,12289647,click,0
e00001144,2026-06-01 00:19:04,27888153,16053405,click,0
e00001145,2026-06-01 00:19:05,30801593,19324520,click,0
e00001146,2026-06-01 00:19:06,15422821,30329998,click,0
e00001147,2026-06-01 00:19:07,5044698,19488303,click,0
e00001148,2026-06-01 00:19:08,22445172,21797760,click,0
e00001149,2026-06-01 00:19:09,8867068,2170450,click,0
e00001150,2026-06-01 00:19:10,787943,29533081,click,0
e00001151,2026-06-01 00:19:11,14661605,30009316,click,0
e00001152,2026-06-01 00:19:12,29427842,21687127,click,0
e00001153,2026-06-01 00:19:13,7121544,1038546,click,0
e00001154,2026-06-01 00:19:14,16040127,4412905,click,0
e00001155,2026-06-01 00:19:15,27777499,14123320,click,0
e00001156,2026-06-01 00:19:16,32368244,10481456,click,0
e00001157,2026-06-01 00:19:17,5892331,3512559,click,0
e00001158,2026-06-01 00:19:18,11321105,2245629,click,0
e00001159,2026-06-01 00:19:19,23817046,20133212,click,0
e00001160,2026-06-01 00:19:20,24867560,26673172,click,0
e00001161,2026-06-01 00:19:21,18975823,18023771,click,0
e00001162,2026-06-01 00:19:22,4814007,9257651,click,0
e00001163,2026-06-01 00:19:23,5686703,21023515,click,0
e00001164,2026-06-01 00:19:24,17686799,29479134,click,0
e00001165,2026-06-01 00:19:25,30810420,25073081,click,0
e00001166,2026-06-01 00:19:26,2953716,14420186,click,0
e00001167,2026-06-01 00:19:27,13947795,9631163,click,0
e00001168,2026-06-01 00:19:28,2576437,13605310,click,0
e00001169,2026-06-01 00:19:29,8980571,5660844,click,0
e00001170,2026-06-01 00:19:30,10123946,30337821,click,0
e00001171,2026-06-01 00:19:31,9013587,23008415,click,0
e00001172,2026-06-01 00:19:32,3073302,30628865,click,0
e00001173,2026-06-01 00:19:33,28795042,21363844,click,0
e00001174,2026-06-01 00:19:34,17321082,27261154,conversion,30000
e00001175,2026-06-01 00:19:35,19602309,22019990,click,0
e00001176,2026-06-01 00:19:36,5700346,12009168,click,0
e00001177,2026-06-01 00:19:37,1341195,3685370,click,0
e00001178,2026-06-01 00:19:38,30328739,18118109,click,0
e00001179,2026-06-01 00:19:39,19602309,20238589,click,0
e00001180,2026-06-01 00:19:40,18975823,17638048,click,0
e00001181,2026-06-01 00:19:41,20309767,15197839,click,0
e00001182,2026-06-01 00:19:42,2576437,22056114,click,0
e00001183,2026-06-01 00:19:43,5061834,4114747,click,0
e00001184,2026-06-01 00:19:44,19530182,9974035,conversion,30000
e00001185,2026-06-01 00:19:45,18975823,20330943,click,0
e00001186,2026-06-01 00:19:46,5061834,31916161,click,0
e00001187,2026-06-01 00:19:47,3884873,20581786,click,0
e00001188,2026-06-01 00:19:48,25998432,15948324,click,0
e00001189,2026-06-01 00:19:49,30487330,10398076,click,0
e00001190,2026-06-01 00:19:50,32452111,29927477,click,0
e00001191,2026-06-01 00:19:51,30801593,32022685,click,0
e00001192,2026-06-01 00:19:52,23385780,5286507,click,0
e00001193,2026-06-01 00:19:53,25419531,21755202,click,0
e00001194,2026-06-01 00:19:54,27118781,17724219,click,0
e00001195,2026-06-01 00:19:55,26852339,1727182,click,0
e00001196,2026-06-01 00:19:56,8500299,21072672,click,0
e00001197,2026-06-01 00:19:57,8877966,27901648,click,0
e00001198,2026-06-01 00:19:58,27777499,2869010,click,0
e00001199,2026-06-01 00:19:59,15398570,15037651,click,0
e00001200,2026-06-01 00:20:00,14235907,7537857,click,0
e00001201,2026-06-01 00:20:01,12121528,6864691,conversion,30000
e00001202,2026-06-01 00:20:02,15398570,21129799,click,0
e00001203,2026-06-01 00:20:03,15398570,9264010,click,0
e00001204,2026-06-01 00:20:04,27729624,17720859,click,0
e00001205,2026-06-01 00:20:05,8892341,10065732,click,0
e00001206,2026-06-01 00:20:06,28351001,13390706,click,0
e00001207,2026-06-01 00:20:07,7121544,6238211,click,0
e00001208,2026-06-01 00:20:08,31772643,24520142,click,0
e00001209,2026-06-01 00:20:09,13661608,31713922,click,0
e00001210,2026-06-01 00:20:10,21294794,26070191,click,0
e00001211,2026-06-01 00:20:11,83677,7359797,click,0
e00001212,2026-06-01 00:20:12,9095251,21440915,click,0
e00001213,2026-06-01 00:20:13,11321105,15290406,click,0
e00001214,2026-06-01 00:20:14,11938638,15014882,click,0
e00001215,2026-06-01 00:20:15,13300124,12208813,click,0
e00001216,2026-06-01 00:20:16,26998434,23862328,click,0
e00001217,2026-06-01 00:20:17,8403848,9319443,click,0
e00001218,2026-06-01 00:20:18,13462155,29103153,click,0
e00001219,2026-06-01 00:20:19,5061834,22311467,click,0
e00001220,2026-06-01 00:20:20,8500299,30919476,click,0
e00001221,2026-06-01 00:20:21,29140152,1173449,click,0
e00001222,2026-06-01 00:20:22,9100694,16629494,click,0
e00001223,2026-06-01 00:20:23,27091101,17581928,click,0
e00001224,2026-06-01 00:20:24,5700346,26421809,click,0
e00001225,2026-06-01 00:20:25,11938638,8306632,click,0
e00001226,2026-06-01 00:20:26,5061823,20045034,click,0
e00001227,2026-06-01 00:20:27,9100690,18903821,click,0
e00001228,2026-06-01 00:20:28,27321366,30431147,click,0
e00001229,2026-06-01 00:20:29,5061834,8436230,click,0
e00001230,2026-06-01 00:20:30,8403843,18707785,click,0
e00001231,2026-06-01 00:20:31,24843272,3098654,click,0
e00001232,2026-06-01 00:20:32,30752994,6102863,click,0
e00001233,2026-06-01 00:20:33,30801593,27460327,click,0
e00001234,2026-06-01 00:20:34,24045148,10164727,click,0
e00001235,2026-06-01 00:20:35,30491418,22262328,click,0
e00001236,2026-06-01 00:20:36,6781040,19540247,click,0
e00001237,2026-06-01 00:20:37,2736605,7418241,click,0
e00001238,2026-06-01 00:20:38,6686704,25216093,click,0
e00001239,2026-06-01 00:20:39,29427842,13669653,click,0
e00001240,2026-06-01 00:20:40,497593,25437785,click,0
e00001241,2026-06-01 00:20:41,13947795,30016988,click,0
e00001242,2026-06-01 00:20:42,10341182,29675893,click,0
e00001243,2026-06-01 00:20:43,5281156,27465119,click,0
e00001244,2026-06-01 00:20:44,7299461,32230987,click,0
e00001245,2026-06-01 00:20:45,28351001,32036788,click,0
e00001246,2026-06-01 00:20:46,5867090,15426895,click,0
e00001247,2026-06-01 00:20:47,32135670,31597864,click,0
e00001248,2026-06-01 00:20:48,27888153,24059908,click,0
e00001249,2026-06-01 00:20:49,6442601,13798176,click,0
e00001250,2026-06-01 00:20:50,9100693,2497003,conversion,30000
e00001251,2026-06-01 00:20:51,3466867,5141930,click,0
e00001252,2026-06-01 00:20:52,24126625,29514663,click,0
e00001253,2026-06-01 00:20:53,11289564,30572011,conversion,30000
e00001254,2026-06-01 00:20:54,12843318,1292922,click,0
e00001255,2026-06-01 00:20:55,26998434,21809822,click,0
e00001256,2026-06-01 00:20:56,18975823,7421765,click,0
e00001257,2026-06-01 00:20:57,11289564,29977569,click,0
e00001258,2026-06-01 00:20:58,7121544,13283402,click,0
e00001259,2026-06-01 00:20:59,31736975,27483003,click,0
e00001260,2026-06-01 00:21:00,18898397,22452310,click,0
e00001261,2026-06-01 00:21:01,26852339,16764378,click,0
e00001262,2026-06-01 00:21:02,13661605,14081258,click,0
e00001263,2026-06-01 00:21:03,5061834,10123224,click,0
e00001264,2026-06-01 00:21:04,17686799,7545047,click,0
e00001265,2026-06-01 00:21:05,6686703,8121883,click,0
e00001266,2026-06-01 00:21:06,6810200,1130450,click,0
e00001267,2026-06-01 00:21:07,29513913,9826323,click,0
e00001268,2026-06-01 00:21:08,24378636,585769,click,0
e00001269,2026-06-01 00:21:09,10341182,30565239,click,0
e00001270,2026-06-01 00:21:10,23852329,19595294,click,0
e00001271,2026-06-01 00:21:11,28874676,18642375,click,0
e00001272,2026-06-01 00:21:12,15398570,9270615,click,0
e00001273,2026-06-01 00:21:13,30801593,1057533,click,0
e00001274,2026-06-01 00:21:14,13947795,8466524,click,0
e00001275,2026-06-01 00:21:15,17435335,10033432,click,0
e00001276,2026-06-01 00:21:16,28795042,23515561,click,0
e00001277,2026-06-01 00:21:17,17686799,5343544,click,0
e00001278,2026-06-01 00:21:18,24378636,30867383,click,0
e00001279,2026-06-01 00:21:19,19129839,16524063,click,0
e00001280,2026-06-01 00:21:20,16321090,16676891,click,0
e00001281,2026-06-01 00:21:21,3828354,235851,click,0
e00001282,2026-06-01 00:21:22,8980571,23909649,click,0
e00001283,2026-06-01 00:21:23,16823030,6469482,click,0
e00001284,2026-06-01 00:21:24,22695010,5946161,click,0
e00001285,2026-06-01 00:21:25,28385762,10652582,click,0
e00001286,2026-06-01 00:21:26,27321366,16415454,click,0
e00001287,2026-06-01 00:21:27,5061834,1516981,click,0
e00001288,2026-06-01 00:21:28,30368132,16578228,click,0
e00001289,2026-06-01 00:21:29,25998432,9948042,click,0
e00001290,2026-06-01 00:21:30,2716286,11372692,click,0
e00001291,2026-06-01 00:21:31,8500299,22818083,click,0
e00001292,2026-06-01 00:21:32,25920690,23831635,click,0
e00001293,2026-06-01 00:21:33,12843318,4862870,click,0
e00001294,2026-06-01 00:21:34,30801593,17667693,click,0
e00001295,2026-06-01 00:21:35,18975823,24847496,click,0
e00001296,2026-06-01 00:21:36,24391301,18592115,click,0
e00001297,2026-06-01 00:21:37,17686799,28423052,click,0
e00001298,2026-06-01 00:21:38,4869922,14668802,click,0
e00001299,2026-06-01 00:21:39,21016759,19547732,click,0
e00001300,2026-06-01 00:21:40,10341182,6323446,click,0
e00001301,2026-06-01 00:21:41,12289574,26212902,click,0
e00001302,2026-06-01 00:21:42,17321082,20037087,click,0
e00001303,2026-06-01 00:21:43,17710659,10644618,click,0
e00001304,2026-06-01 00:21:44,6686701,21340549,click,0
e00001305,2026-06-01 00:21:45,22431924,30719565,click,0
e00001306,2026-06-01 00:21:46,13166099,4998518,click,0
e00001307,2026-06-01 00:21:47,20377297,31913341,click,0
e00001308,2026-06-01 00:21:48,17661709,14641582,click,0
e00001309,2026-06-01 00:21:49,9100689,14314551,click,0
e00001310,2026-06-01 00:21:50,5044698,23874095,click,0
e00001311,2026-06-01 00:21:51,16823030,8266463,conversion,30000
e00001312,2026-06-01 00:21:52,9095251,9540358,click,0
e00001313,2026-06-01 00:21:53,30676243,16643323,click,0
e00001314,2026-06-01 00:21:54,23288223,6475779,click,0
